# Program:featureCounts v2.0.1; Command:"featureCounts" "-t" "transcript" "-F" "GTF" "-O" "-p" "-T" "6" "-a" "genomic.gtf" "-s" "2" "-o" "dimA_2_light_T1.featureCounts.txt" "dimA_2_light_T1.bam" 
Geneid	Chr	Start	End	Strand	Length	dimA_2_light_T1.bam
gene-PA14_58750	CP000438.1	5234279	5235982	+	1704	4912
gene-PA14_58760	CP000438.1	5236082	5237203	+	1122	7986
gene-PA14_58770	CP000438.1	5237206	5238078	+	873	2855
gene-PA14_58780	CP000438.1	5238075	5238686	+	612	1445
gene-PA14_58790	CP000438.1	5238683	5238883	+	201	614
gene-PA14_58800	CP000438.1	5238920	5239129	-	210	441
gene-PA14_58810	CP000438.1	5239235	5239924	-	690	2226
gene-PA14_58820	CP000438.1	5239921	5240391	-	471	2088
gene-PA14_58830	CP000438.1	5240388	5240813	-	426	2558
gene-PA14_58840	CP000438.1	5240946	5241575	+	630	1169
gene-PA14_58850	CP000438.1	5241572	5242021	+	450	826
gene-PA14_58860	CP000438.1	5242047	5242217	+	171	546
gene-PA14_58870	CP000438.1	5242281	5243588	+	1308	3726
gene-PA14_58880	CP000438.1	5243628	5244719	-	1092	386
gene-PA14_58890	CP000438.1	5245268	5246905	+	1638	71
gene-PA14_58900	CP000438.1	5246954	5251207	+	4254	1040
gene-PA14_58910	CP000438.1	5251580	5252446	+	867	113
gene-PA14_58920	CP000438.1	5252505	5253185	+	681	56
gene-PA14_58930	CP000438.1	5253182	5253679	+	498	37
gene-PA14_58940	CP000438.1	5253676	5253825	+	150	17
gene-PA14_58950	CP000438.1	5253822	5254508	+	687	54
gene-PA14_58960	CP000438.1	5254508	5255209	+	702	37
gene-PA14_58970	CP000438.1	5255206	5255913	+	708	47
gene-PA14_58980	CP000438.1	5255897	5256121	+	225	47
gene-PA14_58990	CP000438.1	5256118	5257464	+	1347	195
gene-PA14_59000	CP000438.1	5257636	5258163	+	528	109
gene-PA14_59010	CP000438.1	5258160	5258417	+	258	34
gene-PA14_59020	CP000438.1	5258410	5258904	+	495	130
gene-PA14_59030	CP000438.1	5258897	5259130	+	234	49
gene-PA14_59050	CP000438.1	5259130	5260146	+	1017	755
gene-PA14_59060	CP000438.1	5260143	5260397	+	255	68
gene-PA14_59070	CP000438.1	5260394	5262133	+	1740	720
gene-PA14_59090	CP000438.1	5262161	5262928	+	768	201
gene-PA14_59100	CP000438.1	5262925	5264250	+	1326	320
gene-PA14_59110	CP000438.1	5264247	5264522	+	276	100
gene-PA14_59120	CP000438.1	5264513	5264752	+	240	81
gene-PA14_59130	CP000438.1	5265022	5265750	+	729	261
gene-PA14_59140	CP000438.1	5265756	5266289	+	534	365
gene-PA14_59150	CP000438.1	5266303	5266773	+	471	1329
gene-PA14_59160	CP000438.1	5267237	5267482	+	246	89
gene-PA14_59170	CP000438.1	5267621	5267854	-	234	1746
gene-PA14_59180	CP000438.1	5268174	5270099	+	1926	329
gene-PA14_59190	CP000438.1	5270173	5270643	+	471	2088
gene-PA14_59200	CP000438.1	5270777	5272666	+	1890	450
gene-PA14_59210	CP000438.1	5272663	5274636	+	1974	137
gene-PA14_59220	CP000438.1	5275324	5276820	+	1497	1509
gene-PA14_59230	CP000438.1	5276845	5277171	-	327	118
gene-PA14_59240	CP000438.1	5277443	5278567	+	1125	93
gene-PA14_59250	CP000438.1	5278639	5280276	+	1638	105
gene-PA14_59270	CP000438.1	5280280	5281605	+	1326	121
gene-PA14_59280	CP000438.1	5281595	5282128	+	534	41
gene-PA14_59290	CP000438.1	5282137	5283717	+	1581	89
gene-PA14_59310	CP000438.1	5283717	5284796	+	1080	129
gene-PA14_59320	CP000438.1	5284818	5285348	+	531	144
gene-PA14_59340	CP000438.1	5285345	5286286	+	942	216
gene-PA14_59350	CP000438.1	5286291	5287619	+	1329	263
gene-PA14_59360	CP000438.1	5287648	5288085	+	438	59
gene-PA14_59370	CP000438.1	5288357	5289001	-	645	262
gene-PA14_59380	CP000438.1	5289000	5289566	+	567	2159
gene-PA14_59390	CP000438.1	5289818	5289952	+	135	1645
gene-PA14_59400	CP000438.1	5290227	5290766	+	540	1255
gene-PA14_59410	CP000438.1	5290815	5291081	-	267	14
gene-PA14_59430	CP000438.1	5291101	5291337	+	237	272
gene-PA14_59440	CP000438.1	5291822	5292529	+	708	132
gene-PA14_59470	CP000438.1	5292765	5293115	+	351	188
gene-PA14_59480	CP000438.1	5293173	5293808	+	636	158
gene-PA14_59490	CP000438.1	5293805	5294080	+	276	74
gene-PA14_59500	CP000438.1	5294150	5294512	+	363	54
gene-PA14_59510	CP000438.1	5294580	5294834	+	255	70
gene-PA14_59520	CP000438.1	5294926	5295531	+	606	41
gene-PA14_59530	CP000438.1	5295561	5297012	+	1452	41
gene-PA14_59540	CP000438.1	5297117	5299366	+	2250	68
gene-PA14_59550	CP000438.1	5299690	5300916	+	1227	2727
gene-PA14_59560	CP000438.1	5301173	5301439	+	267	67
gene-PA14_59570	CP000438.1	5301490	5301825	+	336	31
gene-PA14_59580	CP000438.1	5301889	5303424	+	1536	1201
gene-PA14_59590	CP000438.1	5303485	5303844	+	360	671
gene-PA14_59600	CP000438.1	5303917	5304162	-	246	250
gene-PA14_59610	CP000438.1	5304246	5304920	-	675	1959
gene-PA14_59620	CP000438.1	5305003	5305668	-	666	1555
gene-PA14_59630	CP000438.1	5305679	5306710	-	1032	719
gene-PA14_59640	CP000438.1	5307321	5308010	+	690	53
gene-PA14_59650	CP000438.1	5308021	5308776	+	756	49
gene-PA14_59660	CP000438.1	5308761	5309342	+	582	21
gene-PA14_59670	CP000438.1	5309339	5309839	+	501	11
gene-PA14_59680	CP000438.1	5309848	5310105	+	258	14
gene-PA14_59690	CP000438.1	5310109	5312343	+	2235	138
gene-PA14_59700	CP000438.1	5312343	5313089	+	747	58
gene-PA14_59710	CP000438.1	5313527	5314075	+	549	187
gene-PA14_59720	CP000438.1	5314164	5314910	+	747	50
gene-PA14_59750	CP000438.1	5317504	5318850	+	1347	66
gene-PA14_59760	CP000438.1	5318840	5319556	+	717	50
gene-PA14_59770	CP000438.1	5319600	5320295	-	696	1754
gene-PA14_59780	CP000438.1	5320295	5323549	-	3255	6610
gene-PA14_59790	CP000438.1	5323630	5324829	-	1200	10074
gene-PA14_59800	CP000438.1	5324826	5327621	-	2796	1041
gene-PA14_59820	CP000438.1	5327953	5328603	+	651	124
gene-PA14_59830	CP000438.1	5328614	5330095	+	1482	566
gene-PA14_59840	CP000438.1	5330226	5331335	+	1110	24793
gene-PA14_59845	CP000438.1	5331379	5331690	-	312	1988
gene-PA14_59850	CP000438.1	5331863	5332168	+	306	158
gene-PA14_59860	CP000438.1	5332241	5332600	+	360	34
gene-PA14_59870	CP000438.1	5332597	5332836	+	240	15
gene-PA14_59880	CP000438.1	5332854	5333210	+	357	55
gene-PA14_59890	CP000438.1	5333221	5333607	+	387	39
gene-PA14_59900	CP000438.1	5333604	5334263	+	660	64
gene-PA14_59910	CP000438.1	5334260	5335144	+	885	212
gene-PA14_59920	CP000438.1	5335128	5336633	+	1506	102
gene-PA14_59930	CP000438.1	5336611	5337054	+	444	119
gene-PA14_59940	CP000438.1	5337054	5339996	+	2943	732
gene-PA14_59950	CP000438.1	5339993	5340277	+	285	92
gene-PA14_59960	CP000438.1	5340274	5340933	+	660	167
gene-PA14_59970	CP000438.1	5340930	5341148	-	219	1149
gene-PA14_59980	CP000438.1	5341357	5341788	+	432	39
gene-PA14_59990	CP000438.1	5341788	5342726	+	939	62
gene-PA14_60000	CP000438.1	5342744	5344126	+	1383	338
gene-PA14_60010	CP000438.1	5344126	5344467	+	342	36
gene-PA14_60020	CP000438.1	5344464	5345975	+	1512	184
gene-PA14_60030	CP000438.1	5346001	5346345	-	345	2203
gene-PA14_60040	CP000438.1	5346464	5346736	+	273	535
gene-PA14_60050	CP000438.1	5346740	5347090	+	351	652
gene-PA14_60060	CP000438.1	5347532	5347834	+	303	243
gene-PA14_60070	CP000438.1	5348012	5350435	+	2424	5928
gene-PA14_60080	CP000438.1	5350432	5352363	+	1932	6240
gene-PA14_60090	CP000438.1	5352790	5353305	+	516	546
gene-PA14_60100	CP000438.1	5353510	5354049	-	540	1524
gene-PA14_60110	CP000438.1	5354046	5354756	-	711	4372
gene-PA14_60120	CP000438.1	5354756	5355289	-	534	2713
gene-PA14_60130	CP000438.1	5355824	5357743	+	1920	890
gene-PA14_60140	CP000438.1	5357740	5358660	+	921	580
gene-PA14_60150	CP000438.1	5359396	5359468	-	73	417
gene-PA14_60160	CP000438.1	5359482	5359555	-	74	1052
gene-PA14_60180	CP000438.1	5359568	5359640	-	73	1066
gene-PA14_60190	CP000438.1	5359875	5362439	-	2565	9110
gene-PA14_60200	CP000438.1	5362595	5363323	-	729	957
gene-PA14_60210	CP000438.1	5363320	5364282	-	963	1946
gene-PA14_60230	CP000438.1	5364428	5365453	+	1026	2398
gene-PA14_60240	CP000438.1	5365571	5365855	+	285	304
gene-PA14_60250	CP000438.1	5365845	5367437	+	1593	776
gene-PA14_60260	CP000438.1	5367452	5368789	+	1338	1864
gene-PA14_60270	CP000438.1	5368835	5369929	-	1095	3321
gene-PA14_60280	CP000438.1	5370692	5371180	+	489	435
gene-PA14_60290	CP000438.1	5371711	5372538	+	828	714
gene-PA14_60300	CP000438.1	5372541	5373140	+	600	550
gene-PA14_60310	CP000438.1	5373154	5376630	+	3477	7626
gene-PA14_60320	CP000438.1	5376956	5377381	+	426	1084
gene-PA14_60330	CP000438.1	5377450	5378394	-	945	2889
gene-PA14_60350	CP000438.1	5378480	5378920	-	441	1838
gene-PA14_60360	CP000438.1	5378913	5379422	-	510	2106
gene-PA14_60370	CP000438.1	5379415	5382246	-	2832	15726
gene-PA14_60380	CP000438.1	5382270	5383208	-	939	1402
gene-PA14_60390	CP000438.1	5383305	5384843	-	1539	592
gene-PA14_60400	CP000438.1	5385127	5385402	+	276	1941
gene-PA14_60410	CP000438.1	5385469	5385933	-	465	3774
gene-PA14_60420	CP000438.1	5385945	5387063	-	1119	7483
gene-PA14_60445	CP000438.1	5387134	5388354	-	1221	4089
gene-PA14_60450	CP000438.1	5388497	5388754	-	258	3431
gene-PA14_60460	CP000438.1	5388778	5389089	-	312	4309
gene-PA14_60470	CP000438.1	5389330	5390298	+	969	1695
gene-PA14_60480	CP000438.1	5390436	5390660	+	225	73
gene-PA14_60490	CP000438.1	5391003	5393030	+	2028	12193
gene-PA14_60500	CP000438.1	5393100	5393717	-	618	5013
gene-PA14_60520	CP000438.1	5393802	5394107	-	306	1148
gene-PA14_60530	CP000438.1	5394364	5394852	-	489	306
gene-PA14_60540	CP000438.1	5395026	5395367	-	342	886
gene-PA14_60550	CP000438.1	5395520	5397973	-	2454	10332
gene-PA14_60560	CP000438.1	5398072	5398398	-	327	7158
gene-PA14_60570	CP000438.1	5398633	5399121	+	489	20666
gene-PA14_60580	CP000438.1	5399180	5401036	+	1857	5206
gene-PA14_60590	CP000438.1	5401030	5401584	-	555	655
gene-PA14_60600	CP000438.1	5401640	5403235	-	1596	943
gene-PA14_60620	CP000438.1	5403550	5403623	+	74	2298
gene-PA14_60630	CP000438.1	5403895	5405040	+	1146	12334
gene-PA14_60650	CP000438.1	5405096	5406310	+	1215	18028
gene-PA14_60660	CP000438.1	5406347	5407159	+	813	7875
gene-PA14_60670	CP000438.1	5407156	5408181	+	1026	4032
gene-PA14_60690	CP000438.1	5408283	5408660	+	378	873
gene-PA14_60700	CP000438.1	5408784	5409824	+	1041	28582
gene-PA14_60710	CP000438.1	5409885	5411222	-	1338	2621
gene-PA14_60730	CP000438.1	5411518	5412909	-	1392	3926
gene-PA14_60750	CP000438.1	5413169	5413657	-	489	21960
gene-PA14_60760	CP000438.1	5414255	5415532	-	1278	1189
gene-PA14_60770	CP000438.1	5415522	5417003	-	1482	1505
gene-PA14_60780	CP000438.1	5416996	5418189	-	1194	805
gene-PA14_60790	CP000438.1	5418186	5418872	-	687	858
gene-PA14_60800	CP000438.1	5419376	5421040	-	1665	17932
gene-PA14_60810	CP000438.1	5421533	5422051	+	519	1372
gene-PA14_60820	CP000438.1	5422102	5423541	-	1440	1054
gene-PA14_60830	CP000438.1	5423547	5426678	-	3132	2678
gene-PA14_60850	CP000438.1	5426706	5427869	-	1164	1610
gene-PA14_60860	CP000438.1	5428030	5428593	+	564	836
gene-PA14_60870	CP000438.1	5428837	5433084	+	4248	4200
gene-PA14_60890	CP000438.1	5433207	5434460	+	1254	9470
gene-PA14_60900	CP000438.1	5434538	5434918	-	381	2823
gene-PA14_60920	CP000438.1	5434929	5435933	-	1005	4361
gene-PA14_60930	CP000438.1	5435993	5436196	-	204	3306
gene-PA14_60950	CP000438.1	5436245	5438311	-	2067	14387
gene-PA14_60960	CP000438.1	5438649	5439155	-	507	41760
gene-PA14_60970	CP000438.1	5439358	5439735	+	378	1509
gene-PA14_60990	CP000438.1	5439742	5441103	-	1362	1643
gene-PA14_61000	CP000438.1	5441213	5441647	+	435	957
gene-PA14_61010	CP000438.1	5441709	5441963	-	255	2866
gene-PA14_61020	CP000438.1	5442038	5442589	-	552	160
gene-PA14_61040	CP000438.1	5442643	5444184	-	1542	407
gene-PA14_61050	CP000438.1	5444712	5445125	+	414	4305
gene-PA14_61060	CP000438.1	5445230	5446006	-	777	614
gene-PA14_61080	CP000438.1	5446113	5447111	-	999	201
gene-PA14_61090	CP000438.1	5447439	5448563	+	1125	678
gene-PA14_61110	CP000438.1	5448564	5449142	-	579	320
gene-PA14_61120	CP000438.1	5449139	5450110	-	972	1465
gene-PA14_61130	CP000438.1	5450114	5451361	-	1248	454
gene-PA14_61140	CP000438.1	5451364	5451903	-	540	83
gene-PA14_61150	CP000438.1	5451896	5454727	-	2832	451
gene-PA14_61170	CP000438.1	5455038	5456249	+	1212	249
gene-PA14_61180	CP000438.1	5456409	5456798	-	390	175
gene-PA14_61190	CP000438.1	5457101	5458807	-	1707	6980
gene-PA14_61200	CP000438.1	5458870	5464854	-	5985	20596
gene-PA14_61210	CP000438.1	5465175	5466146	+	972	991
gene-PA14_61220	CP000438.1	5466256	5467254	+	999	958
gene-PA14_61250	CP000438.1	5467349	5468812	+	1464	1367
gene-PA14_61260	CP000438.1	5469165	5469743	+	579	120
gene-PA14_61270	CP000438.1	5469860	5470303	+	444	176
gene-PA14_61280	CP000438.1	5470313	5471338	-	1026	2267
gene-PA14_61290	CP000438.1	5471482	5472303	-	822	1785
gene-PA14_61300	CP000438.1	5472466	5474604	+	2139	4296
gene-PA14_61320	CP000438.1	5474607	5475221	-	615	657
gene-PA14_61330	CP000438.1	5475647	5476351	+	705	31
gene-PA14_61340	CP000438.1	5476364	5476627	-	264	729
gene-PA14_61350	CP000438.1	5476627	5476809	-	183	506
gene-PA14_61360	CP000438.1	5476906	5478066	+	1161	849
gene-PA14_61370	CP000438.1	5478166	5478444	-	279	127
gene-PA14_61380	CP000438.1	5478677	5478934	+	258	18550
gene-PA14_61390	CP000438.1	5478992	5479579	-	588	1318
gene-PA14_61400	CP000438.1	5480421	5481944	+	1524	5629
gene-PA14_61410	CP000438.1	5481996	5482409	-	414	1550
gene-PA14_61430	CP000438.1	5482666	5482956	-	291	481
gene-PA14_61440	CP000438.1	5483039	5483524	-	486	1342
gene-PA14_61450	CP000438.1	5483587	5484060	-	474	621
gene-PA14_61460	CP000438.1	5484062	5484619	-	558	1028
gene-PA14_61470	CP000438.1	5484787	5485425	+	639	2401
gene-PA14_61480	CP000438.1	5485428	5486711	+	1284	3036
gene-PA14_61500	CP000438.1	5487031	5487579	+	549	1526
gene-PA14_61510	CP000438.1	5487610	5488143	+	534	259
gene-PA14_61520	CP000438.1	5488143	5488685	+	543	131
gene-PA14_61530	CP000438.1	5488704	5489492	+	789	792
gene-PA14_61540	CP000438.1	5489509	5491881	+	2373	557
gene-PA14_61550	CP000438.1	5491878	5492825	+	948	392
gene-PA14_61560	CP000438.1	5492827	5494200	-	1374	115
gene-PA14_61580	CP000438.1	5494480	5495502	-	1023	3282
gene-PA14_61590	CP000438.1	5495499	5496416	-	918	1994
gene-PA14_61600	CP000438.1	5496830	5497813	+	984	1491
gene-PA14_61610	CP000438.1	5497966	5498925	+	960	497
gene-PA14_61620	CP000438.1	5498935	5499834	+	900	415
gene-PA14_61640	CP000438.1	5499831	5501276	+	1446	647
gene-PA14_61650	CP000438.1	5501402	5501923	-	522	12604
gene-PA14_61660	CP000438.1	5502057	5502854	-	798	1086
gene-PA14_61670	CP000438.1	5502844	5503602	-	759	1487
gene-PA14_61680	CP000438.1	5503596	5504426	-	831	1520
gene-PA14_61700	CP000438.1	5504428	5505510	-	1083	1553
gene-PA14_61710	CP000438.1	5505528	5506796	-	1269	975
gene-PA14_61720	CP000438.1	5506940	5508712	+	1773	5415
gene-PA14_61740	CP000438.1	5508717	5509334	+	618	1729
gene-PA14_61750	CP000438.1	5509336	5510184	+	849	1905
gene-PA14_61760	CP000438.1	5510221	5510292	+	72	868
gene-PA14_61770	CP000438.1	5510351	5511292	+	942	5738
gene-PA14_61780	CP000438.1	5511409	5512023	+	615	11973
gene-PA14_61790	CP000438.1	5512065	5512649	+	585	752
gene-PA14_61820	CP000438.1	5512690	5513790	+	1101	3526
gene-PA14_61830	CP000438.1	5513969	5514042	+	74	4
gene-PA14_61840	CP000438.1	5514196	5514501	-	306	901
gene-PA14_61850	CP000438.1	5515120	5517348	+	2229	1458
gene-PA14_61860	CP000438.1	5517418	5518065	-	648	2167
gene-PA14_61870	CP000438.1	5518127	5519365	-	1239	713
gene-PA14_61880	CP000438.1	5519564	5520016	-	453	539
gene-PA14_61890	CP000438.1	5520013	5520714	-	702	1369
gene-PA14_61910	CP000438.1	5520974	5521510	-	537	47
gene-PA14_61920	CP000438.1	5521541	5522560	-	1020	143
gene-PA14_61940	CP000438.1	5522562	5523608	-	1047	328
gene-PA14_61950	CP000438.1	5523804	5524406	-	603	576
gene-PA14_61960	CP000438.1	5524691	5525989	+	1299	792
gene-PA14_61980	CP000438.1	5525979	5526674	+	696	830
gene-PA14_61990	CP000438.1	5526671	5529517	+	2847	3588
gene-PA14_62000	CP000438.1	5529629	5530636	+	1008	2578
gene-PA14_62010	CP000438.1	5530657	5532195	+	1539	812
gene-PA14_62020	CP000438.1	5532276	5534582	-	2307	3624
gene-PA14_62030	CP000438.1	5534575	5535195	-	621	660
gene-PA14_62040	CP000438.1	5535182	5535889	-	708	570
gene-PA14_62050	CP000438.1	5536028	5536159	-	132	73
gene-PA14_62060	CP000438.1	5536295	5539185	-	2891	49840
gene-PA14_62070	CP000438.1	5539415	5539487	-	73	972
gene-PA14_62080	CP000438.1	5539519	5539592	-	74	1129
gene-PA14_62090	CP000438.1	5539658	5541183	-	1526	8571
gene-PA14_62100	CP000438.1	5541735	5542343	-	609	656
gene-PA14_62110	CP000438.1	5542343	5543356	-	1014	785
gene-PA14_62120	CP000438.1	5543417	5544232	-	816	5435
gene-PA14_62130	CP000438.1	5544387	5545403	-	1017	11642
gene-PA14_62150	CP000438.1	5545446	5545937	-	492	2098
gene-PA14_62160	CP000438.1	5545940	5547664	-	1725	7344
gene-PA14_62170	CP000438.1	5548215	5548667	+	453	1525
gene-PA14_62180	CP000438.1	5548775	5549104	-	330	1415
gene-PA14_62190	CP000438.1	5549104	5549883	-	780	2600
gene-PA14_62200	CP000438.1	5549900	5552224	-	2325	2174
gene-PA14_62230	CP000438.1	5552437	5553999	+	1563	9423
gene-PA14_62240	CP000438.1	5554091	5554438	+	348	1414
gene-PA14_62250	CP000438.1	5554664	5554936	+	273	579
gene-PA14_62260	CP000438.1	5555041	5555838	+	798	1292
gene-PA14_62270	CP000438.1	5556302	5557189	-	888	430
gene-PA14_62280	CP000438.1	5557200	5557967	-	768	422
gene-PA14_62290	CP000438.1	5557967	5558950	-	984	353
gene-PA14_62300	CP000438.1	5559001	5559894	-	894	470
gene-PA14_62330	CP000438.1	5559904	5560968	-	1065	271
gene-PA14_62350	CP000438.1	5561148	5563442	+	2295	433
gene-PA14_62360	CP000438.1	5563545	5563892	+	348	149
gene-PA14_62370	CP000438.1	5563973	5564485	+	513	408
gene-PA14_62380	CP000438.1	5564489	5564938	-	450	1049
gene-PA14_62390	CP000438.1	5565188	5565637	+	450	14222
gene-PA14_62400	CP000438.1	5565696	5566931	-	1236	3207
gene-PA14_62410	CP000438.1	5567101	5567955	+	855	1213
gene-PA14_62420	CP000438.1	5568023	5568916	+	894	3398
gene-PA14_62430	CP000438.1	5568938	5569414	-	477	151
gene-PA14_62440	CP000438.1	5569828	5571123	+	1296	1212
gene-PA14_62450	CP000438.1	5571120	5572211	+	1092	1733
gene-PA14_62470	CP000438.1	5572245	5572952	-	708	1512
gene-PA14_62480	CP000438.1	5572952	5574124	-	1173	1888
gene-PA14_62490	CP000438.1	5574317	5574763	+	447	3596
gene-PA14_62510	CP000438.1	5574831	5575712	+	882	1100
gene-PA14_62520	CP000438.1	5575782	5575958	+	177	276
gene-PA14_62530	CP000438.1	5575942	5578893	+	2952	2242
gene-PA14_62540	CP000438.1	5578920	5580356	+	1437	5517
gene-PA14_62560	CP000438.1	5581256	5582659	+	1404	4200
gene-PA14_62570	CP000438.1	5582656	5583144	+	489	676
gene-PA14_62580	CP000438.1	5583394	5584194	+	801	5314
gene-PA14_62590	CP000438.1	5584191	5585042	+	852	3616
gene-PA14_62600	CP000438.1	5585136	5585516	+	381	1307
gene-PA14_62620	CP000438.1	5585606	5587270	+	1665	6360
gene-PA14_62630	CP000438.1	5587464	5589401	+	1938	3352
gene-PA14_62640	CP000438.1	5589498	5590379	+	882	887
gene-PA14_62650	CP000438.1	5590504	5593770	+	3267	10046
gene-PA14_62660	CP000438.1	5593775	5594068	+	294	2222
gene-PA14_62670	CP000438.1	5594161	5594379	+	219	955
gene-PA14_62680	CP000438.1	5594439	5594636	-	198	203771
gene-PA14_62690	CP000438.1	5594686	5595030	-	345	129029
gene-PA14_62710	CP000438.1	5595303	5597408	-	2106	43091
gene-PA14_62720	CP000438.1	5597582	5597851	-	270	7883
gene-PA14_62730	CP000438.1	5597947	5598861	-	915	3578
gene-PA14_62740	CP000438.1	5598864	5599253	-	390	1184
gene-PA14_62760	CP000438.1	5599356	5601878	-	2523	36226
gene-PA14_62770	CP000438.1	5601906	5603387	-	1482	18776
gene-PA14_62780	CP000438.1	5603432	5603890	-	459	2215
gene-PA14_62790	CP000438.1	5604020	5604093	-	74	1515
gene-PA14_62800	CP000438.1	5604187	5604269	-	83	1933
gene-PA14_62810	CP000438.1	5604283	5604672	-	390	3315
gene-PA14_62830	CP000438.1	5604675	5605430	-	756	11729
gene-PA14_62840	CP000438.1	5605496	5606833	-	1338	12950
gene-PA14_62850	CP000438.1	5606850	5607701	-	852	5019
gene-PA14_62860	CP000438.1	5607711	5609630	-	1920	27684
gene-PA14_62870	CP000438.1	5609829	5610452	-	624	2393
gene-PA14_62880	CP000438.1	5610547	5610861	+	315	978
gene-PA14_62890	CP000438.1	5610902	5611309	-	408	2057
gene-PA14_62900	CP000438.1	5611320	5611796	-	477	3759
gene-PA14_62910	CP000438.1	5611793	5615014	-	3222	21823
gene-PA14_62920	CP000438.1	5615034	5615684	-	651	2940
gene-PA14_62930	CP000438.1	5615696	5616832	-	1137	7336
gene-PA14_62940	CP000438.1	5617015	5617821	-	807	2611
gene-PA14_62960	CP000438.1	5617878	5619011	-	1134	3735
gene-PA14_62970	CP000438.1	5619127	5621040	-	1914	11631
gene-PA14_62990	CP000438.1	5621130	5621690	-	561	2720
gene-PA14_63010	CP000438.1	5621858	5623534	+	1677	1964
gene-PA14_63020	CP000438.1	5623604	5624008	-	405	3119
gene-PA14_63030	CP000438.1	5624106	5624636	+	531	1442
gene-PA14_63040	CP000438.1	5624704	5625009	-	306	395
gene-PA14_63050	CP000438.1	5625002	5625436	-	435	1181
gene-PA14_63060	CP000438.1	5625711	5626190	+	480	1221
gene-PA14_63070	CP000438.1	5626213	5626986	-	774	2098
gene-PA14_63080	CP000438.1	5627315	5628997	+	1683	504
gene-PA14_63090	CP000438.1	5629153	5630298	+	1146	732
gene-PA14_63100	CP000438.1	5630365	5633181	+	2817	911
gene-PA14_63110	CP000438.1	5633510	5633992	+	483	1083
gene-PA14_63120	CP000438.1	5634070	5635119	+	1050	2326
gene-PA14_63130	CP000438.1	5635122	5635982	+	861	1475
gene-PA14_63150	CP000438.1	5635995	5636660	+	666	1060
gene-PA14_63160	CP000438.1	5636684	5638117	+	1434	617
gene-PA14_63170	CP000438.1	5638181	5638579	+	399	6415
gene-PA14_63190	CP000438.1	5639111	5640004	-	894	441
gene-PA14_63200	CP000438.1	5640094	5640987	-	894	949
gene-PA14_63210	CP000438.1	5641111	5642292	-	1182	1960
gene-PA14_63220	CP000438.1	5642400	5642645	-	246	534
gene-PA14_63230	CP000438.1	5642679	5643569	-	891	474
gene-PA14_63240	CP000438.1	5643724	5644191	+	468	615
gene-PA14_63250	CP000438.1	5644360	5645637	-	1278	1968
gene-PA14_63270	CP000438.1	5645892	5647247	+	1356	4668
gene-PA14_63280	CP000438.1	5647324	5648325	-	1002	2189
gene-PA14_63290	CP000438.1	5648586	5649443	+	858	1600
gene-PA14_63300	CP000438.1	5649525	5649830	+	306	406
gene-PA14_63310	CP000438.1	5649827	5650576	+	750	621
gene-PA14_63320	CP000438.1	5650642	5651262	+	621	368
gene-PA14_63330	CP000438.1	5651247	5652182	-	936	254
gene-PA14_63340	CP000438.1	5652314	5652877	+	564	1989
gene-PA14_63350	CP000438.1	5652879	5653361	+	483	1329
gene-PA14_63360	CP000438.1	5653351	5653728	+	378	794
gene-PA14_63370	CP000438.1	5653725	5654192	+	468	1156
gene-PA14_63380	CP000438.1	5654309	5655037	+	729	1017
gene-PA14_63390	CP000438.1	5655060	5655638	-	579	906
