# Program:featureCounts v2.0.6; Command:"featureCounts" "-a" "./references/genomic.gtf" "./results/bowtie2/wt_1_dark_T1.bam" "--minOverlap" "30" "-s" "2" "-p" "-t" "gene" "-o" "./results/featureCounts_30/wt_1_dark_T1.txt" 
Geneid	Chr	Start	End	Strand	Length	./results/bowtie2/wt_1_dark_T1.bam
PA14_58980	CP000438.1	5255897	5256121	+	225	47
PA14_58990	CP000438.1	5256118	5257464	+	1347	370
PA14_59000	CP000438.1	5257636	5258163	+	528	207
PA14_59010	CP000438.1	5258160	5258417	+	258	37
PA14_59020	CP000438.1	5258410	5258904	+	495	190
PA14_59030	CP000438.1	5258897	5259130	+	234	29
PA14_59050	CP000438.1	5259130	5260146	+	1017	1272
PA14_59060	CP000438.1	5260143	5260397	+	255	74
PA14_59070	CP000438.1	5260394	5262133	+	1740	1581
PA14_59090	CP000438.1	5262161	5262928	+	768	372
PA14_59100	CP000438.1	5262925	5264250	+	1326	430
PA14_59110	CP000438.1	5264247	5264522	+	276	156
PA14_59120	CP000438.1	5264513	5264752	+	240	70
PA14_59130	CP000438.1	5265022	5265750	+	729	483
PA14_59140	CP000438.1	5265756	5266289	+	534	323
PA14_59150	CP000438.1	5266303	5266773	+	471	2448
PA14_59160	CP000438.1	5267237	5267482	+	246	118
PA14_59170	CP000438.1	5267621	5267854	-	234	2092
PA14_59180	CP000438.1	5268174	5270099	+	1926	693
PA14_59190	CP000438.1	5270173	5270643	+	471	2947
PA14_59200	CP000438.1	5270777	5272666	+	1890	617
PA14_59210	CP000438.1	5272663	5274636	+	1974	217
PA14_59220	CP000438.1	5275324	5276820	+	1497	1788
PA14_59230	CP000438.1	5276845	5277171	-	327	257
PA14_59240	CP000438.1	5277443	5278567	+	1125	189
PA14_59250	CP000438.1	5278639	5280276	+	1638	173
PA14_59270	CP000438.1	5280280	5281605	+	1326	265
PA14_59280	CP000438.1	5281595	5282128	+	534	73
PA14_59290	CP000438.1	5282137	5283717	+	1581	252
PA14_59310	CP000438.1	5283717	5284796	+	1080	204
PA14_59320	CP000438.1	5284818	5285348	+	531	241
PA14_59340	CP000438.1	5285345	5286286	+	942	393
PA14_59350	CP000438.1	5286291	5287619	+	1329	432
PA14_59360	CP000438.1	5287648	5288085	+	438	146
PA14_59370	CP000438.1	5288357	5289001	-	645	302
PA14_59380	CP000438.1	5289000	5289566	+	567	8628
PA14_59390	CP000438.1	5289818	5289952	+	135	4780
PA14_59400	CP000438.1	5290227	5290766	+	540	4630
PA14_59410	CP000438.1	5290815	5291081	-	267	18
PA14_59430	CP000438.1	5291101	5291337	+	237	938
PA14_59440	CP000438.1	5291822	5292529	+	708	582
PA14_59470	CP000438.1	5292765	5293115	+	351	721
PA14_59480	CP000438.1	5293173	5293808	+	636	512
PA14_59490	CP000438.1	5293805	5294080	+	276	219
PA14_59500	CP000438.1	5294150	5294512	+	363	203
PA14_59510	CP000438.1	5294580	5294834	+	255	180
PA14_59520	CP000438.1	5294926	5295531	+	606	118
PA14_59530	CP000438.1	5295561	5297012	+	1452	97
PA14_59540	CP000438.1	5297117	5299366	+	2250	145
PA14_59550	CP000438.1	5299690	5300916	+	1227	3540
PA14_59560	CP000438.1	5301173	5301439	+	267	63
PA14_59570	CP000438.1	5301490	5301825	+	336	20
PA14_59580	CP000438.1	5301889	5303424	+	1536	1769
PA14_59590	CP000438.1	5303485	5303844	+	360	585
PA14_59600	CP000438.1	5303917	5304162	-	246	164
PA14_59610	CP000438.1	5304246	5304920	-	675	2591
PA14_59620	CP000438.1	5305003	5305668	-	666	1939
PA14_59630	CP000438.1	5305679	5306710	-	1032	894
PA14_59640	CP000438.1	5307321	5308010	+	690	62
PA14_59650	CP000438.1	5308021	5308776	+	756	77
PA14_59660	CP000438.1	5308761	5309342	+	582	47
PA14_59670	CP000438.1	5309339	5309839	+	501	46
PA14_59680	CP000438.1	5309848	5310105	+	258	12
PA14_59690	CP000438.1	5310109	5312343	+	2235	294
PA14_59700	CP000438.1	5312343	5313089	+	747	92
PA14_59710	CP000438.1	5313527	5314075	+	549	290
PA14_59720	CP000438.1	5314164	5314910	+	747	44
PA14_59735	CP000438.1	5314894	5317507	+	2614	332
PA14_59750	CP000438.1	5317504	5318850	+	1347	149
PA14_59760	CP000438.1	5318840	5319556	+	717	105
PA14_59770	CP000438.1	5319600	5320295	-	696	1653
PA14_59780	CP000438.1	5320295	5323549	-	3255	11882
PA14_59790	CP000438.1	5323630	5324829	-	1200	21728
PA14_59800	CP000438.1	5324826	5327621	-	2796	1415
PA14_59820	CP000438.1	5327953	5328603	+	651	105
PA14_59830	CP000438.1	5328614	5330095	+	1482	866
PA14_59840	CP000438.1	5330226	5331335	+	1110	40225
PA14_59845	CP000438.1	5331379	5331690	-	312	3289
PA14_59850	CP000438.1	5331863	5332168	+	306	230
PA14_59860	CP000438.1	5332241	5332600	+	360	79
PA14_59870	CP000438.1	5332597	5332836	+	240	16
PA14_59880	CP000438.1	5332854	5333210	+	357	74
PA14_59890	CP000438.1	5333221	5333607	+	387	50
PA14_59900	CP000438.1	5333604	5334263	+	660	113
PA14_59910	CP000438.1	5334260	5335144	+	885	465
PA14_59920	CP000438.1	5335128	5336633	+	1506	229
PA14_59930	CP000438.1	5336611	5337054	+	444	136
PA14_59940	CP000438.1	5337054	5339996	+	2943	1238
PA14_59950	CP000438.1	5339993	5340277	+	285	121
PA14_59960	CP000438.1	5340274	5340933	+	660	384
PA14_59970	CP000438.1	5340930	5341148	-	219	1525
PA14_59980	CP000438.1	5341357	5341788	+	432	45
PA14_59990	CP000438.1	5341788	5342726	+	939	128
PA14_60000	CP000438.1	5342744	5344126	+	1383	656
PA14_60010	CP000438.1	5344126	5344467	+	342	42
PA14_60020	CP000438.1	5344464	5345975	+	1512	297
PA14_60030	CP000438.1	5346001	5346345	-	345	2833
PA14_60040	CP000438.1	5346464	5346736	+	273	862
PA14_60050	CP000438.1	5346740	5347090	+	351	832
PA14_60060	CP000438.1	5347532	5347834	+	303	259
PA14_60070	CP000438.1	5348012	5350435	+	2424	8236
PA14_60080	CP000438.1	5350432	5352363	+	1932	8930
PA14_60090	CP000438.1	5352790	5353305	+	516	753
PA14_60100	CP000438.1	5353510	5354049	-	540	1921
PA14_60110	CP000438.1	5354046	5354756	-	711	5281
PA14_60120	CP000438.1	5354756	5355289	-	534	3319
PA14_60130	CP000438.1	5355824	5357743	+	1920	1453
PA14_60140	CP000438.1	5357740	5358660	+	921	650
PA14_60150	CP000438.1	5359396	5359468	-	73	452
PA14_60160	CP000438.1	5359482	5359555	-	74	159
PA14_60180	CP000438.1	5359568	5359640	-	73	1196
PA14_60190	CP000438.1	5359875	5362439	-	2565	29805
PA14_60200	CP000438.1	5362595	5363323	-	729	1196
PA14_60210	CP000438.1	5363320	5364282	-	963	3173
PA14_60230	CP000438.1	5364428	5365453	+	1026	3807
PA14_60240	CP000438.1	5365571	5365855	+	285	421
PA14_60250	CP000438.1	5365845	5367437	+	1593	1331
PA14_60260	CP000438.1	5367452	5368789	+	1338	3536
PA14_60270	CP000438.1	5368835	5369929	-	1095	5674
PA14_60280	CP000438.1	5370692	5371180	+	489	658
PA14_60290	CP000438.1	5371711	5372538	+	828	940
PA14_60300	CP000438.1	5372541	5373140	+	600	622
PA14_60310	CP000438.1	5373154	5376630	+	3477	10326
PA14_60320	CP000438.1	5376956	5377381	+	426	1215
PA14_60330	CP000438.1	5377450	5378394	-	945	5047
PA14_60350	CP000438.1	5378480	5378920	-	441	2936
PA14_60360	CP000438.1	5378913	5379422	-	510	2797
PA14_60370	CP000438.1	5379415	5382246	-	2832	30473
PA14_60380	CP000438.1	5382270	5383208	-	939	2210
PA14_60390	CP000438.1	5383305	5384843	-	1539	1089
PA14_60400	CP000438.1	5385127	5385402	+	276	2469
PA14_60410	CP000438.1	5385469	5385933	-	465	4638
PA14_60420	CP000438.1	5385945	5387063	-	1119	11881
PA14_60445	CP000438.1	5387134	5388354	-	1221	6871
PA14_60450	CP000438.1	5388497	5388754	-	258	2740
PA14_60460	CP000438.1	5388778	5389089	-	312	6033
PA14_60470	CP000438.1	5389330	5390298	+	969	3999
PA14_60480	CP000438.1	5390436	5390660	+	225	164
PA14_60490	CP000438.1	5391003	5393030	+	2028	31334
PA14_60500	CP000438.1	5393100	5393717	-	618	12143
PA14_60520	CP000438.1	5393802	5394107	-	306	1310
PA14_60530	CP000438.1	5394364	5394852	-	489	311
PA14_60540	CP000438.1	5395026	5395367	-	342	2460
PA14_60550	CP000438.1	5395520	5397973	-	2454	17667
PA14_60560	CP000438.1	5398072	5398398	-	327	18361
PA14_60570	CP000438.1	5398633	5399121	+	489	45162
PA14_60580	CP000438.1	5399180	5401036	+	1857	8969
PA14_60590	CP000438.1	5401030	5401584	-	555	797
PA14_60600	CP000438.1	5401640	5403235	-	1596	1585
PA14_60620	CP000438.1	5403550	5403623	+	74	1689
PA14_60630	CP000438.1	5403895	5405040	+	1146	12593
PA14_60650	CP000438.1	5405096	5406310	+	1215	21007
PA14_60660	CP000438.1	5406347	5407159	+	813	8745
PA14_60670	CP000438.1	5407156	5408181	+	1026	6108
PA14_60690	CP000438.1	5408283	5408660	+	378	1304
PA14_60700	CP000438.1	5408784	5409824	+	1041	60788
PA14_60710	CP000438.1	5409885	5411222	-	1338	3826
PA14_60730	CP000438.1	5411518	5412909	-	1392	6292
PA14_60750	CP000438.1	5413169	5413657	-	489	25925
PA14_60760	CP000438.1	5414255	5415532	-	1278	1920
PA14_60770	CP000438.1	5415522	5417003	-	1482	1962
PA14_60780	CP000438.1	5416996	5418189	-	1194	1108
PA14_60790	CP000438.1	5418186	5418872	-	687	1250
PA14_60800	CP000438.1	5419376	5421040	-	1665	37431
PA14_60810	CP000438.1	5421533	5422051	+	519	3288
PA14_60820	CP000438.1	5422102	5423541	-	1440	757
PA14_60830	CP000438.1	5423547	5426678	-	3132	3421
PA14_60850	CP000438.1	5426706	5427869	-	1164	4722
PA14_60860	CP000438.1	5428030	5428593	+	564	2461
PA14_60870	CP000438.1	5428837	5433084	+	4248	6992
PA14_60890	CP000438.1	5433207	5434460	+	1254	20866
PA14_60900	CP000438.1	5434538	5434918	-	381	2781
PA14_60920	CP000438.1	5434929	5435933	-	1005	6020
PA14_60930	CP000438.1	5435993	5436196	-	204	3479
PA14_60950	CP000438.1	5436245	5438311	-	2067	26359
PA14_60960	CP000438.1	5438649	5439155	-	507	71985
PA14_60970	CP000438.1	5439358	5439735	+	378	3021
PA14_60990	CP000438.1	5439742	5441103	-	1362	2797
PA14_61000	CP000438.1	5441213	5441647	+	435	4659
PA14_61010	CP000438.1	5441709	5441963	-	255	7536
PA14_61020	CP000438.1	5442038	5442589	-	552	251
PA14_61040	CP000438.1	5442643	5444184	-	1542	918
PA14_61050	CP000438.1	5444712	5445125	+	414	7918
PA14_61060	CP000438.1	5445230	5446006	-	777	1449
PA14_61080	CP000438.1	5446113	5447111	-	999	270
PA14_61090	CP000438.1	5447439	5448563	+	1125	1353
PA14_61110	CP000438.1	5448564	5449142	-	579	673
PA14_61120	CP000438.1	5449139	5450110	-	972	2066
PA14_61130	CP000438.1	5450114	5451361	-	1248	615
PA14_61140	CP000438.1	5451364	5451903	-	540	207
PA14_61150	CP000438.1	5451896	5454727	-	2832	1460
PA14_61170	CP000438.1	5455038	5456249	+	1212	389
PA14_61180	CP000438.1	5456409	5456798	-	390	1899
PA14_61190	CP000438.1	5457101	5458807	-	1707	14928
PA14_61200	CP000438.1	5458870	5464854	-	5985	39637
PA14_61210	CP000438.1	5465175	5466146	+	972	1753
PA14_61220	CP000438.1	5466256	5467254	+	999	1802
PA14_61250	CP000438.1	5467349	5468812	+	1464	2453
PA14_61260	CP000438.1	5469165	5469743	+	579	261
PA14_61270	CP000438.1	5469860	5470303	+	444	291
PA14_61280	CP000438.1	5470313	5471338	-	1026	5004
PA14_61290	CP000438.1	5471482	5472303	-	822	3879
PA14_61300	CP000438.1	5472466	5474604	+	2139	8101
PA14_61320	CP000438.1	5474607	5475221	-	615	1318
PA14_61330	CP000438.1	5475647	5476351	+	705	89
PA14_61340	CP000438.1	5476364	5476627	-	264	1161
PA14_61350	CP000438.1	5476627	5476809	-	183	513
PA14_61360	CP000438.1	5476906	5478066	+	1161	1539
PA14_61370	CP000438.1	5478166	5478444	-	279	213
PA14_61380	CP000438.1	5478677	5478934	+	258	23557
PA14_61390	CP000438.1	5478992	5479579	-	588	3480
PA14_61400	CP000438.1	5480421	5481944	+	1524	12912
PA14_61410	CP000438.1	5481996	5482409	-	414	2397
PA14_61430	CP000438.1	5482666	5482956	-	291	830
PA14_61440	CP000438.1	5483039	5483524	-	486	2492
PA14_61450	CP000438.1	5483587	5484060	-	474	951
PA14_61460	CP000438.1	5484062	5484619	-	558	1564
PA14_61470	CP000438.1	5484787	5485425	+	639	3982
PA14_61480	CP000438.1	5485428	5486711	+	1284	5722
PA14_61500	CP000438.1	5487031	5487579	+	549	2400
PA14_61510	CP000438.1	5487610	5488143	+	534	323
PA14_61520	CP000438.1	5488143	5488685	+	543	210
PA14_61530	CP000438.1	5488704	5489492	+	789	1869
PA14_61540	CP000438.1	5489509	5491881	+	2373	966
PA14_61550	CP000438.1	5491878	5492825	+	948	663
PA14_61560	CP000438.1	5492827	5494200	-	1374	165
PA14_61580	CP000438.1	5494480	5495502	-	1023	5696
PA14_61590	CP000438.1	5495499	5496416	-	918	3154
PA14_61600	CP000438.1	5496830	5497813	+	984	3354
PA14_61610	CP000438.1	5497966	5498925	+	960	1066
PA14_61620	CP000438.1	5498935	5499834	+	900	637
PA14_61640	CP000438.1	5499831	5501276	+	1446	1245
PA14_61650	CP000438.1	5501402	5501923	-	522	19912
PA14_61660	CP000438.1	5502057	5502854	-	798	1542
PA14_61670	CP000438.1	5502844	5503602	-	759	2536
PA14_61680	CP000438.1	5503596	5504426	-	831	2412
PA14_61700	CP000438.1	5504428	5505510	-	1083	2668
PA14_61710	CP000438.1	5505528	5506796	-	1269	1908
PA14_61720	CP000438.1	5506940	5508712	+	1773	9585
PA14_61740	CP000438.1	5508717	5509334	+	618	2596
PA14_61750	CP000438.1	5509336	5510184	+	849	2305
PA14_61760	CP000438.1	5510221	5510292	+	72	479
PA14_61770	CP000438.1	5510351	5511292	+	942	10290
PA14_61780	CP000438.1	5511409	5512023	+	615	26501
PA14_61790	CP000438.1	5512065	5512649	+	585	1012
PA14_61820	CP000438.1	5512690	5513790	+	1101	7252
PA14_61830	CP000438.1	5513969	5514042	+	74	10
PA14_61840	CP000438.1	5514196	5514501	-	306	2063
PA14_61850	CP000438.1	5515120	5517348	+	2229	4604
PA14_61860	CP000438.1	5517418	5518065	-	648	3737
PA14_61870	CP000438.1	5518127	5519365	-	1239	1457
PA14_61880	CP000438.1	5519564	5520016	-	453	560
PA14_61890	CP000438.1	5520013	5520714	-	702	2383
PA14_61910	CP000438.1	5520974	5521510	-	537	78
PA14_61920	CP000438.1	5521541	5522560	-	1020	187
PA14_61940	CP000438.1	5522562	5523608	-	1047	705
PA14_61950	CP000438.1	5523804	5524406	-	603	726
PA14_61960	CP000438.1	5524691	5525989	+	1299	1427
PA14_61980	CP000438.1	5525979	5526674	+	696	1200
PA14_61990	CP000438.1	5526671	5529517	+	2847	7360
PA14_62000	CP000438.1	5529629	5530636	+	1008	7066
PA14_62010	CP000438.1	5530657	5532195	+	1539	2029
PA14_62020	CP000438.1	5532276	5534582	-	2307	6593
PA14_62030	CP000438.1	5534575	5535195	-	621	995
PA14_62040	CP000438.1	5535182	5535889	-	708	977
PA14_62050	CP000438.1	5536028	5536159	-	132	77
PA14_62060	CP000438.1	5536295	5539185	-	2891	50417
PA14_62070	CP000438.1	5539415	5539487	-	73	865
PA14_62080	CP000438.1	5539519	5539592	-	74	2837
PA14_62090	CP000438.1	5539658	5541183	-	1526	8727
PA14_62100	CP000438.1	5541735	5542343	-	609	849
PA14_62110	CP000438.1	5542343	5543356	-	1014	1483
PA14_62120	CP000438.1	5543417	5544232	-	816	9998
PA14_62130	CP000438.1	5544387	5545403	-	1017	20258
PA14_62150	CP000438.1	5545446	5545937	-	492	2280
PA14_62160	CP000438.1	5545940	5547664	-	1725	10932
PA14_62170	CP000438.1	5548215	5548667	+	453	2924
PA14_62180	CP000438.1	5548775	5549104	-	330	1940
PA14_62190	CP000438.1	5549104	5549883	-	780	4935
PA14_62200	CP000438.1	5549900	5552224	-	2325	4303
PA14_62230	CP000438.1	5552437	5553999	+	1563	17517
PA14_62240	CP000438.1	5554091	5554438	+	348	3042
PA14_62250	CP000438.1	5554664	5554936	+	273	953
PA14_62260	CP000438.1	5555041	5555838	+	798	1787
PA14_62270	CP000438.1	5556302	5557189	-	888	895
PA14_62280	CP000438.1	5557200	5557967	-	768	1274
PA14_62290	CP000438.1	5557967	5558950	-	984	1262
PA14_62300	CP000438.1	5559001	5559894	-	894	2533
PA14_62330	CP000438.1	5559904	5560968	-	1065	1997
PA14_62350	CP000438.1	5561148	5563442	+	2295	4858
PA14_62360	CP000438.1	5563545	5563892	+	348	589
PA14_62370	CP000438.1	5563973	5564485	+	513	728
PA14_62380	CP000438.1	5564489	5564938	-	450	1808
PA14_62390	CP000438.1	5565188	5565637	+	450	27286
PA14_62400	CP000438.1	5565696	5566931	-	1236	12499
PA14_62410	CP000438.1	5567101	5567955	+	855	2117
PA14_62420	CP000438.1	5568023	5568916	+	894	6389
PA14_62430	CP000438.1	5568938	5569414	-	477	356
PA14_62440	CP000438.1	5569828	5571123	+	1296	2144
PA14_62450	CP000438.1	5571120	5572211	+	1092	2759
PA14_62470	CP000438.1	5572245	5572952	-	708	2137
PA14_62480	CP000438.1	5572952	5574124	-	1173	3074
PA14_62490	CP000438.1	5574317	5574763	+	447	6611
PA14_62510	CP000438.1	5574831	5575712	+	882	2244
PA14_62520	CP000438.1	5575782	5575958	+	177	290
PA14_62530	CP000438.1	5575942	5578893	+	2952	4117
PA14_62540	CP000438.1	5578920	5580356	+	1437	12196
PA14_62560	CP000438.1	5581256	5582659	+	1404	6983
PA14_62570	CP000438.1	5582656	5583144	+	489	1138
PA14_62580	CP000438.1	5583394	5584194	+	801	9343
PA14_62590	CP000438.1	5584191	5585042	+	852	6150
PA14_62600	CP000438.1	5585136	5585516	+	381	2054
PA14_62620	CP000438.1	5585606	5587270	+	1665	11723
PA14_62630	CP000438.1	5587464	5589401	+	1938	6216
PA14_62640	CP000438.1	5589498	5590379	+	882	1570
PA14_62650	CP000438.1	5590504	5593770	+	3267	20315
PA14_62660	CP000438.1	5593775	5594068	+	294	3235
PA14_62670	CP000438.1	5594161	5594379	+	219	1569
PA14_62680	CP000438.1	5594439	5594636	-	198	28893
PA14_62690	CP000438.1	5594686	5595030	-	345	21108
PA14_62710	CP000438.1	5595303	5597408	-	2106	94551
PA14_62720	CP000438.1	5597582	5597851	-	270	19694
PA14_62730	CP000438.1	5597947	5598861	-	915	6092
PA14_62740	CP000438.1	5598864	5599253	-	390	1511
PA14_62760	CP000438.1	5599356	5601878	-	2523	73245
PA14_62770	CP000438.1	5601906	5603387	-	1482	32186
PA14_62780	CP000438.1	5603432	5603890	-	459	2680
PA14_62790	CP000438.1	5604020	5604093	-	74	762
PA14_62800	CP000438.1	5604187	5604269	-	83	1867
PA14_62810	CP000438.1	5604283	5604672	-	390	5684
PA14_62830	CP000438.1	5604675	5605430	-	756	14381
PA14_62840	CP000438.1	5605496	5606833	-	1338	20337
PA14_62850	CP000438.1	5606850	5607701	-	852	6283
PA14_62860	CP000438.1	5607711	5609630	-	1920	51942
PA14_62870	CP000438.1	5609829	5610452	-	624	3634
PA14_62880	CP000438.1	5610547	5610861	+	315	1203
PA14_62890	CP000438.1	5610902	5611309	-	408	2574
PA14_62900	CP000438.1	5611320	5611796	-	477	4987
PA14_62910	CP000438.1	5611793	5615014	-	3222	42061
PA14_62920	CP000438.1	5615034	5615684	-	651	3123
PA14_62930	CP000438.1	5615696	5616832	-	1137	13216
PA14_62940	CP000438.1	5617015	5617821	-	807	5192
PA14_62960	CP000438.1	5617878	5619011	-	1134	8616
PA14_62970	CP000438.1	5619127	5621040	-	1914	31718
PA14_62990	CP000438.1	5621130	5621690	-	561	7203
PA14_63010	CP000438.1	5621858	5623534	+	1677	3893
PA14_63020	CP000438.1	5623604	5624008	-	405	5056
PA14_63030	CP000438.1	5624106	5624636	+	531	2440
PA14_63040	CP000438.1	5624704	5625009	-	306	536
PA14_63050	CP000438.1	5625002	5625436	-	435	1941
PA14_63060	CP000438.1	5625711	5626190	+	480	2301
PA14_63070	CP000438.1	5626213	5626986	-	774	2775
PA14_63080	CP000438.1	5627315	5628997	+	1683	601
PA14_63090	CP000438.1	5629153	5630298	+	1146	840
PA14_63100	CP000438.1	5630365	5633181	+	2817	1376
PA14_63110	CP000438.1	5633510	5633992	+	483	1504
PA14_63120	CP000438.1	5634070	5635119	+	1050	3498
PA14_63130	CP000438.1	5635122	5635982	+	861	1499
PA14_63150	CP000438.1	5635995	5636660	+	666	1413
PA14_63160	CP000438.1	5636684	5638117	+	1434	1018
PA14_63170	CP000438.1	5638181	5638579	+	399	11502
PA14_63190	CP000438.1	5639111	5640004	-	894	745
PA14_63200	CP000438.1	5640094	5640987	-	894	1455
PA14_63210	CP000438.1	5641111	5642292	-	1182	3778
PA14_63220	CP000438.1	5642400	5642645	-	246	750
PA14_63230	CP000438.1	5642679	5643569	-	891	1097
PA14_63240	CP000438.1	5643724	5644191	+	468	1188
PA14_63250	CP000438.1	5644360	5645637	-	1278	3367
PA14_63270	CP000438.1	5645892	5647247	+	1356	7629
PA14_63280	CP000438.1	5647324	5648325	-	1002	4416
PA14_63290	CP000438.1	5648586	5649443	+	858	3611
PA14_63300	CP000438.1	5649525	5649830	+	306	414
PA14_63310	CP000438.1	5649827	5650576	+	750	734
PA14_63320	CP000438.1	5650642	5651262	+	621	1010
PA14_63330	CP000438.1	5651247	5652182	-	936	1014
PA14_63340	CP000438.1	5652314	5652877	+	564	3287
PA14_63350	CP000438.1	5652879	5653361	+	483	1378
PA14_63360	CP000438.1	5653351	5653728	+	378	804
PA14_63370	CP000438.1	5653725	5654192	+	468	1594
PA14_63380	CP000438.1	5654309	5655037	+	729	1767
PA14_63390	CP000438.1	5655060	5655638	-	579	1165
PA14_63410	CP000438.1	5655635	5656435	-	801	1217
PA14_63420	CP000438.1	5656494	5656610	-	117	247
PA14_63430	CP000438.1	5656731	5657099	-	369	647
PA14_63440	CP000438.1	5657320	5657700	+	381	54
PA14_63450	CP000438.1	5657975	5658310	+	336	419
PA14_63460	CP000438.1	5658407	5658498	-	92	113
PA14_63470	CP000438.1	5658630	5659247	-	618	1912
PA14_63480	CP000438.1	5659342	5660739	-	1398	232
PA14_63500	CP000438.1	5660788	5662194	-	1407	338
PA14_63520	CP000438.1	5662476	5663159	+	684	334
PA14_63530	CP000438.1	5663163	5665088	-	1926	4612
PA14_63540	CP000438.1	5665085	5666491	-	1407	4046
PA14_63550	CP000438.1	5666570	5667499	-	930	4431
PA14_63570	CP000438.1	5667632	5668258	-	627	2396
PA14_63580	CP000438.1	5668330	5669259	-	930	5929
PA14_63605	CP000438.1	5669268	5672348	-	3081	28441
PA14_63620	CP000438.1	5672656	5673585	-	930	142
PA14_63640	CP000438.1	5673945	5675990	+	2046	168
PA14_63650	CP000438.1	5676199	5676648	+	450	632
PA14_63660	CP000438.1	5676805	5678040	+	1236	731
PA14_63680	CP000438.1	5678016	5678510	+	495	175
PA14_63700	CP000438.1	5678513	5679949	-	1437	66
PA14_63710	CP000438.1	5679946	5680920	-	975	38
PA14_63720	CP000438.1	5680917	5681279	-	363	8
PA14_63730	CP000438.1	5681516	5682877	+	1362	959
PA14_63740	CP000438.1	5682853	5683221	-	369	52
PA14_63750	CP000438.1	5683209	5684876	-	1668	243
PA14_63770	CP000438.1	5684919	5685128	-	210	19
PA14_63780	CP000438.1	5685179	5685955	-	777	178
PA14_63800	CP000438.1	5686053	5688764	-	2712	931
PA14_63820	CP000438.1	5688991	5689209	-	219	361
PA14_63830	CP000438.1	5689539	5690378	-	840	1519
PA14_63840	CP000438.1	5690503	5690958	+	456	369
PA14_63850	CP000438.1	5690963	5692366	-	1404	2597
PA14_63860	CP000438.1	5692539	5693078	+	540	114
PA14_63880	CP000438.1	5693146	5693706	+	561	658
PA14_63890	CP000438.1	5693711	5694508	-	798	253
PA14_63900	CP000438.1	5694739	5695356	+	618	1960
PA14_63910	CP000438.1	5695402	5696256	-	855	148
PA14_63920	CP000438.1	5696238	5697539	-	1302	395
PA14_63940	CP000438.1	5697536	5698327	-	792	485
PA14_63960	CP000438.1	5698357	5700483	-	2127	835
PA14_63970	CP000438.1	5700625	5701779	+	1155	684
PA14_63990	CP000438.1	5702032	5703942	-	1911	12959
PA14_64000	CP000438.1	5704193	5704564	-	372	596
PA14_64010	CP000438.1	5704768	5705304	-	537	4309
PA14_64030	CP000438.1	5705308	5706378	-	1071	19604
PA14_64050	CP000438.1	5706731	5708359	+	1629	7676
PA14_64060	CP000438.1	5708437	5710410	+	1974	387
PA14_64080	CP000438.1	5710570	5712345	+	1776	1867
PA14_64090	CP000438.1	5712489	5712932	+	444	1982
PA14_64100	CP000438.1	5712956	5713426	+	471	16953
PA14_64110	CP000438.1	5713444	5714793	+	1350	46328
PA14_64120	CP000438.1	5714904	5715770	+	867	635
PA14_64140	CP000438.1	5715852	5716736	+	885	4876
PA14_64170	CP000438.1	5716832	5718109	+	1278	2022
PA14_64180	CP000438.1	5718313	5719311	+	999	5236
PA14_64190	CP000438.1	5719308	5719631	+	324	992
PA14_64200	CP000438.1	5719711	5721318	+	1608	8762
PA14_64220	CP000438.1	5721422	5722711	+	1290	6127
PA14_64230	CP000438.1	5722815	5725643	+	2829	4296
