,wt_light_mean_rpm,wt_dark_mean_rpm,log2_FC,-log10_pval,protein_ID,common_name,product
gene-PA14_57360,220.72354026514589,234.57176929000047,-0.0877888931922401,0.3076020714288217,cds-ABJ13683.1,ftsW,cell division membrane protein
gene-PA14_57370,171.12949054469473,195.24031175817967,-0.19016256028370976,1.3954918350012966,cds-ABJ13684.1,murD,UDP-N-acetylmuramoylalanine-D-glutamate ligase
gene-PA14_57380,201.89689155042856,185.6050099270951,0.12138304534302372,0.8159501511052358,cds-ABJ13685.1,mraY,UDP-N-acetylmuramyl pentapeptide phosphotransferas
gene-PA14_57390,272.77529344093637,328.97792674779754,-0.27027780806752283,1.9374603212708335,cds-ABJ13686.1,murF,UDP-N-acetylmuramyl pentapeptide synthase
gene-PA14_57410,288.17449641783134,317.42285586920167,-0.13946335000814636,1.0158651524792062,cds-ABJ13687.1,murE,UDP-N-acetylmuramyl tripeptide synthase
gene-PA14_57425,151.75618317113447,190.7045974598943,-0.3295843232471628,0.9391488139951361,cds-ABJ15658.1,ftsI,penicillin-binding protein 3
gene-PA14_57440,16.92960646010782,21.59715845734594,-0.35129305342922246,1.0149560432997085,cds-ABJ13688.1,ftsL,Cell division protein
gene-PA14_57450,184.11750060503934,174.3131276256261,0.07894553900031559,0.1633889084895339,cds-ABJ13689.1,mraW,putative methyltransferase
gene-PA14_57460,119.55272321354789,121.23952315139591,-0.020213090162442268,0.03368494663880479,cds-ABJ13690.1,PA14_57460,conserved hypothetical protein
gene-PA14_57470,41.08805115320821,30.90984488898356,0.4106524775264687,1.7315065199605377,cds-ABJ13691.1,PA14_57470,putative methyltransferases
gene-PA14_57480,250.49375069867006,272.9909787572763,-0.12407866463546822,0.5642839743019509,cds-ABJ13692.1,PA14_57480,putative lipoprotein
gene-PA14_57490,19.35348372481641,21.10675110580128,-0.12511123800413615,0.6277657493318991,cds-ABJ13693.1,PA14_57490,putative endonuclease
gene-PA14_57500,134.9419073209789,138.22788744497998,-0.03471024953109839,0.1291599057471547,cds-ABJ13694.1,PA14_57500,putative phosphoheptose isomerase
gene-PA14_57510,167.16518779787114,147.82636703768858,0.17737081725573114,4.708444620559964,cds-ABJ13695.1,PA14_57510,putative secreted lipoprotein
gene-PA14_57520,250.74608340790073,147.9825903747099,0.7607997045528443,2.6528144570614245,cds-ABJ13696.1,sspB,stringent starvation protein B
gene-PA14_57530,194.06380300896237,160.20403634558124,0.2766205515690319,1.5730655828901041,cds-ABJ13697.1,sspA,stringent starvation protein A
gene-PA14_57540,781.2793127723163,705.8991942011247,0.14637623945161177,1.4930244937173862,cds-ABJ13698.1,PA14_57540,putative cytochrome c1 precursor
gene-PA14_57560,1604.6469527591091,1142.020363029518,0.49066754138657753,2.377010170531902,cds-ABJ13699.1,PA14_57560,putative cytochrome b
gene-PA14_57570,1272.2332754291626,847.0981607103118,0.5867621633202222,2.704542372037679,cds-ABJ13700.1,PA14_57570,putative cytochrome c reductase%2C iron-sulfur subun
gene-PA14_57580,488.5264309032011,289.9083666269379,0.7528396473253226,3.4028938221914147,cds-ABJ13701.1,rpsI,ribosomal protein S9
gene-PA14_57590,479.55062140036415,286.67152531806954,0.7422845014311239,3.7533637636612878,cds-ABJ13702.1,rplM,ribosomal protein L13
gene-PA14_57600,132.64701874238435,133.8302137828124,-0.012811607250262863,0.07527241191287719,cds-ABJ13703.1,PA14_57600,putative oxidoreductase%2C aldo/keto reductase famil
gene-PA14_57610,60.847858173118915,122.34924277657598,-1.007726774064605,3.504777517612352,,,
gene-PA14_57630,22.254272574345958,20.42900819651361,0.12346317366048198,0.35689345236053266,cds-ABJ13704.1,PA14_57630,putative transcriptional regulator%2C AraC family
gene-PA14_57640,3.8842465289465617,5.435664296336189,-0.4848214821518222,0.8099579498722891,cds-ABJ13705.1,PA14_57640,hypothetical protein
gene-PA14_57650,57.317594754122375,44.03035930090877,0.38047944557236,2.013421974480058,cds-ABJ13706.1,PA14_57650,putative ATPase
gene-PA14_57670,261.3815463302551,278.35209287393826,-0.09075364051545165,0.6184100925584158,cds-ABJ13707.1,trpS,tryptophanyl-tRNA synthetase
gene-PA14_57680,77.18782992795396,68.99164882204697,0.16195165626450186,0.5944196975524212,cds-ABJ13708.1,PA14_57680,putative hydrolase
gene-PA14_57690,248.6372849502153,230.1555301190565,0.11143354695702137,0.8795723961517924,cds-ABJ13709.1,PA14_57690,conserved hypothetical protein
gene-PA14_57710,239.45422515775238,281.84014532280236,-0.23512723083837486,0.1098514804406428,cds-ABJ13710.1,cysN,ATP sulfurylase GTP-binding subunit/APS kinase
gene-PA14_57720,206.24077392284826,149.4381996670817,0.4647806002640184,0.25904189747735995,cds-ABJ13711.1,cysD,ATP sulfurylase small subunit
gene-PA14_57730,68.07976323191637,60.533015134437754,0.16950380384386976,0.6261906951696803,cds-ABJ13712.1,mltB1,soluble and membrane-bound lytic transglycosylase
gene-PA14_57740,51.007633499345594,40.61885688001314,0.3285635221039555,1.7708603926393456,cds-ABJ13713.1,PA14_57740,conserved hypothetical protein
gene-PA14_57760,45.02349009032671,52.885213062136415,-0.23218649539812983,1.5868666415344668,cds-ABJ13714.1,algW,AlgW protein
gene-PA14_57770,126.92507569166814,135.71187126394582,-0.09656980346373494,1.444798549299326,cds-ABJ13715.1,hisC1,histidinol-phosphate aminotransferase
gene-PA14_57780,184.8233695153408,183.59846924499206,0.009593155786891497,0.13279247212222509,cds-ABJ13716.1,hisD,histidinol dehydrogenase
gene-PA14_57800,151.58906492994822,138.96614967392335,0.12543218154215485,0.6284373309590284,cds-ABJ13717.1,hisG,ATP-phosphoribosyltransferase
gene-PA14_57810,484.4035796944766,390.9603420189185,0.3091872539362135,2.873420147136403,cds-ABJ13718.1,murA,UDP-N-acetylglucosamine 1-carboxyvinyltransferase
gene-PA14_57820,215.81328442777374,109.00930392385868,0.985332392324527,2.7390179491767843,cds-ABJ13719.1,PA14_57820,conserved hypothetical protein
gene-PA14_57830,43.56989870690649,49.15113718312716,-0.1738930327984806,0.8747083776983592,cds-ABJ13720.1,PA14_57830,conserved hypothetical protein
gene-PA14_57840,269.5655950516379,230.3013140850237,0.22711373154036696,3.05708079610161,cds-ABJ13721.1,ttg2D,putative toluene tolerance protein
gene-PA14_57850,116.89398755537643,98.96722991005039,0.24017792117078274,1.3721463217630345,cds-ABJ13722.1,PA14_57850,conserved hypothetical protein
gene-PA14_57870,147.38932064456924,123.05842836434705,0.2602885207876668,1.880385721447207,cds-ABJ13723.1,PA14_57870,putative toluene tolerance ABC efflux transporter
gene-PA14_57880,201.04950130142285,144.60901741642218,0.47539323720582005,1.7194510190546333,cds-ABJ13724.1,PA14_57880,putative toluene tolerance ABC efflux transporter
gene-PA14_57890,127.54289762853956,171.1575003928725,-0.42434194895372795,1.2715572901951715,cds-ABJ13725.1,yrbH,putative sugar isomerase
gene-PA14_57900,54.96443602606175,61.0304415341613,-0.15103058048316265,0.4659967481393178,cds-ABJ13726.1,PA14_57900,putative phophatase
gene-PA14_57910,55.728699133460765,67.5010730094226,-0.27648995394852194,1.1855938538498394,cds-ABJ13727.1,PA14_57910,conserved hypothetical protein
gene-PA14_57920,148.37011871326973,143.9733945895986,0.04339833155780064,0.1478353907132998,cds-ABJ13728.1,PA14_57920,conserved hypothetical protein
gene-PA14_57930,197.95515262270303,213.05131684505363,-0.10602734803580463,0.7080795956967565,cds-ABJ13729.1,PA14_57930,putative ATP-binding component of ABC transporter
gene-PA14_57940,210.49435629075296,214.31526350758122,-0.025953049400536252,0.09917323335701131,cds-ABJ13730.1,rpoN,RNA polymerase sigma-54 factor
gene-PA14_57950,340.769877432841,458.0773285158602,-0.42679334739144537,2.4077732750833403,cds-ABJ13731.1,PA14_57950,putative ribosomal subunit interface protein
gene-PA14_57960,261.96164141691526,475.9745813214301,-0.8615289522980306,2.9652147289373323,cds-ABJ13732.1,ptsN,nitrogen regulatory IIA protein
gene-PA14_57970,180.0595284333392,259.0116420068549,-0.5245429964676627,1.833317393262619,cds-ABJ13733.1,PA14_57970,putative ATP kinase
gene-PA14_57980,36.96802051046297,51.50832508325154,-0.4785278219994702,1.2604518202968789,cds-ABJ13734.1,PA14_57980,putative phosphoryl carrier protein
gene-PA14_57990,10.896839107797632,23.92493777098231,-1.1346053926641293,0.8271149849174102,cds-ABJ13735.1,PA14_57990,putative heavy-metal transporter
gene-PA14_58000,16.50054017423544,36.57708096202513,-1.1484266425426914,0.8092401128440171,cds-ABJ13736.1,sodM,superoxide dismutase
gene-PA14_58010,6.389195551200497,17.89620387457666,-1.485947249428566,0.9206996359582762,cds-ABJ13737.1,PA14_58010,conserved hypothetical protein
gene-PA14_58030,17.917393742756726,53.64353476814684,-1.582043452059878,0.8231664298578778,cds-ABJ13738.1,fumC1,fumarate hydratase
gene-PA14_58040,2.5082813943239786,5.799404377688558,-1.2092052011925303,0.8955115977564253,cds-ABJ13739.1,PA14_58040,conserved hypothetical protein
gene-PA14_58050,156.03859206372363,161.70843323009964,-0.05149203210487064,0.5360468485065472,cds-ABJ13740.1,pmbA,PmbA protein
gene-PA14_58060,37.503076589443275,31.601416300846864,0.2470197276300466,1.2852470294305156,cds-ABJ13741.1,PA14_58060,conserved hypothetical protein
gene-PA14_58070,221.19585336959491,199.8638939304611,0.1463064717391909,1.0819272369615438,cds-ABJ13742.1,PA14_58070,putative tldD protein
gene-PA14_58080,105.30790662424316,114.4799787989549,-0.12048154945926193,0.5176687989606111,cds-ABJ13743.1,PA14_58080,putative carbon-nitrogen hydrolase
gene-PA14_58090,250.43216757744594,262.1673429797791,-0.06606810053752415,0.1576315620970028,cds-ABJ13744.1,PA14_58090,conserved hypothetical protein
gene-PA14_58100,246.41376431487024,218.7134264373162,0.17204105673942383,0.99093815852534,cds-ABJ13745.1,cafA,cytoplasmic axial filament protein
gene-PA14_58110,68.49594762985741,63.89475671964818,0.1003210893314406,0.42276408065269255,cds-ABJ13746.1,maf,putative Maf-like protein
gene-PA14_58120,45.61914440906415,38.17348775758911,0.25706837702639523,1.0446618753955514,cds-ABJ13747.1,mreD,rod shape-determining protein MreD
gene-PA14_58130,116.30815422758535,103.73918220083293,0.1649913427218754,0.6095563005632576,cds-ABJ13748.1,mreC,rod shape-determining protein MreC
gene-PA14_58150,330.9011397718337,279.17109963597744,0.24525066160226724,2.062720902167545,cds-ABJ13749.1,mreB,rod shape-determining protein MreB
gene-PA14_58170,46.732371331220236,36.396621177575746,0.3606177102778513,1.9514167911935456,cds-ABJ13750.1,gatC,Glu-tRNA(Gln) amidotransferase subunit C
gene-PA14_58180,276.1579107293478,321.40386008056834,-0.21889380026308983,2.261350967406478,cds-ABJ13751.1,gatA,Glu-tRNA(Gln) amidotransferase subunit A
gene-PA14_58190,326.1139784905933,307.21722113685536,0.08611719260627904,0.7588940079636421,cds-ABJ13752.1,gatB,Glu-tRNA(Gln) amidotransferase subunit B
gene-PA14_58210,37.26522538069767,34.5618489830948,0.10864958149629217,0.4500381152297364,cds-ABJ13753.1,PA14_58210,putative rplA family protein
gene-PA14_58220,114.97248882784483,81.00029567345665,0.5052896027803129,2.57030361752484,cds-ABJ13754.1,PA14_58220,putative carboxymuconolactone decarboxylase
gene-PA14_58230,49.80266280946839,64.22623089627618,-0.36693974687198366,1.9175741704318532,cds-ABJ13755.1,PA14_58230,conserved hypothetical protein
gene-PA14_58240,42.180531418498674,55.61990886053695,-0.39902410107051456,0.881621398146542,cds-ABJ13756.1,PA14_58240,conserved hypothetical protein
gene-PA14_58250,189.79172899588232,260.7139915902159,-0.4580508851813943,2.0707651250701993,cds-ABJ13757.1,PA14_58250,putative membrane protein
gene-PA14_58260,23.383958297671608,40.754294779831866,-0.8014329139664051,2.2795801233970043,cds-ABJ13758.1,PA14_58260,conserved hypothetical protein
gene-PA14_58270,104.78676435346301,150.56147377908576,-0.5228961497791224,1.964347657162909,cds-ABJ13759.1,PA14_58270,conserved hypothetical protein
gene-PA14_58290,48.38487649506428,70.94734046102751,-0.5521924153297806,1.6624664954162802,cds-ABJ13760.1,PA14_58290,conserved hypothetical protein
gene-PA14_58300,262.6493679975315,294.0365576907414,-0.16285742351492494,1.249222283171592,cds-ABJ13761.1,PA14_58300,putative DNA-binding response regulator
gene-PA14_58320,129.79785164137448,176.52745791492907,-0.4436260969311007,1.1854094971578861,cds-ABJ13762.1,PA14_58320,putative two-component sensor
gene-PA14_58330,697.8222465931989,680.7269520156648,0.03578335989928723,0.18615811907176855,cds-ABJ13763.1,PA14_58330,conserved hypothetical protein
gene-PA14_58350,676.7857498862619,669.9258045302469,0.014697868594744591,0.043614169458266766,cds-ABJ13764.1,PA14_58350,putative binding protein component of ABC transpor
gene-PA14_58360,341.6614121790166,459.5141257990626,-0.427541894066718,2.099942896778058,cds-ABJ13765.1,PA14_58360,putative binding protein component of ABC transpor
gene-PA14_58375,352.00011856401835,283.4307412951689,0.3125796703399118,1.800059392407328,cds-ABJ15689.1,PA14_58375,probable metallopeptidase
gene-PA14_58380,26.223789943788386,41.810312330341496,-0.6729825965594857,1.6082874503596514,cds-ABJ13766.1,PA14_58380,putative transcriptional regulator
gene-PA14_58390,1461.5720774249169,1455.9848218591223,0.005525661382876389,0.01856110695800509,cds-ABJ13767.1,PA14_58390,putative binding protein component of ABC transpor
gene-PA14_58410,947.7469151599622,600.6917185484516,0.6578770804122249,0.9676781589273825,cds-ABJ13768.1,PA14_58410,putative outer membrane porin
gene-PA14_58420,1442.0854260087847,1320.8522885823766,0.12668749067281498,0.22041612626551152,cds-ABJ13769.1,PA14_58420,putative binding protein component of ABC dipeptid
gene-PA14_58440,832.5306363494784,623.892074843348,0.4162068790803727,0.7584108469191057,cds-ABJ13770.1,PA14_58440,putative dipeptide ABC transport system permease
gene-PA14_58450,480.0804283624645,459.1331903033861,0.06436339523364462,0.10397690502721865,cds-ABJ13771.1,dppC,dipeptide ABC transporter%2C permease protein
gene-PA14_58470,501.63133135528864,534.8637732052563,-0.09254403166661108,0.147015559686634,cds-ABJ13772.1,dppD,putative dipeptide ABC transporter
gene-PA14_58490,471.9970590552272,417.5436772809444,0.17685075096615432,0.26984852013625493,cds-ABJ13773.1,dppF,putative dipeptide transport system ATP-binding pr
gene-PA14_58500,36.951538629536266,79.12770005960056,-1.0985483650762085,2.1582038837821123,cds-ABJ13774.1,PA14_58500,putative membrane protein
gene-PA14_58510,13.720872876607062,12.206078809447085,0.1687724403706225,0.40438205298426766,cds-ABJ13775.1,PA14_58510,putative transcriptional regulator%2C AsnC family
gene-PA14_58515,37.47245968719535,26.067930870416888,0.5235545879456452,1.8390414920866094,cds-ABJ15673.1,PA14_58515,putative allophanate hydrolase subunit 2
gene-PA14_58530,32.54939156535711,29.167999550057445,0.15824412643234642,1.6278802987554726,cds-ABJ13776.1,PA14_58530,putative allophanate hydrolase subunit 1
gene-PA14_58540,38.697717725593996,48.124414322420485,-0.3145204926640028,1.4937773843809727,cds-ABJ13777.1,PA14_58540,conserved hypothetical protein
gene-PA14_58550,38.4200693345393,35.159248338412795,0.1279558912904632,1.0002262022906543,cds-ABJ13778.1,lpxO1,lipopolysaccharide biosynthetic protein LpxO1
gene-PA14_58560,33.684739741426675,37.146676761945635,-0.14113799261327523,0.14986974491587582,cds-ABJ13779.1,piuB,probable oxidoreductase
gene-PA14_58570,99.6989116444969,194.54202379719604,-0.9644321633242752,0.27415747615083813,cds-ABJ13780.1,piuA,putative outer membrane ferric siderophore receptor
gene-PA14_58580,28.784722658880654,33.613299918673476,-0.22372886412241913,0.12630763072951956,cds-ABJ13781.1,piuC,putative iron-regulated protein
gene-PA14_58600,19.171858769141092,25.60283609313997,-0.4173133937669493,0.24195621352690555,cds-ABJ13782.1,PA14_58600,conserved hypothetical protein
gene-PA14_58610,11.040677491421633,10.727305342198735,0.04154097722739074,0.07728185974704564,cds-ABJ13783.1,PA14_58610,putative membrane-associated%2C metal-dependent hydrolase
gene-PA14_58620,25.522803260917755,24.951551037520105,0.03265729375465947,0.08600809499315118,cds-ABJ13784.1,PA14_58620,conserved hypothetical protein
gene-PA14_58630,432.7647860837269,393.4166856200804,0.1375249654121148,0.569559917774854,cds-ABJ13785.1,speC,putative ornithine decarboxylase
gene-PA14_58650,156.33427015998947,132.94943045051613,0.23375646893533725,1.0799053777874648,cds-ABJ13786.1,PA14_58650,putative methyl-accepting chemotaxis protein
gene-PA14_58660,43.5801318264213,41.92744315174741,0.055775705741727244,0.22987564518404419,cds-ABJ13787.1,ampE,transmembrane protein
gene-PA14_58670,21.985863260289786,24.135899851345027,-0.13460442933574363,0.43887277875548897,cds-ABJ13788.1,ampD,beta-lactamase expression regulator
gene-PA14_58690,161.55324807424222,184.02399392214878,-0.18788412618783787,1.7042172241741236,cds-ABJ13789.1,PA14_58690,conserved hypothetical protein
gene-PA14_58700,62.67821197748472,60.9010671097788,0.04149651664747071,0.27834372612386293,cds-ABJ13790.1,nadC,nicotinate-nucleotide pyrophosphorylase
gene-PA14_58710,3.2817236850570706,2.7713561615583324,0.24386155923008287,0.5515163273166251,,,
gene-PA14_58720,112.88550928570099,87.55258696966224,0.3666385880146156,0.7143092789968885,cds-ABJ13791.1,PA14_58720,conserved hypothetical protein
gene-PA14_58730,5340.413602413738,4522.389990835006,0.2398660704429707,0.684489330464076,cds-ABJ13792.1,pilA,type IV pilin structural subunit
gene-PA14_58740,1.9741974685538546,0.7486679192810922,1.3988672575361545,2.202294849746864,cds-ABJ13793.1,PA14_58740,hypothetical protein
gene-PA14_58750,213.80522308155398,194.35031898120465,0.13763762110403152,1.7930495243211881,cds-ABJ13794.1,pilB,type 4 fimbrial biogenesis protein PilB
gene-PA14_58760,274.9311271136084,201.67621087831864,0.44702933502211245,1.6496568619949672,cds-ABJ13795.1,pilC,type 4 fimbrial biogenesis protein pilC
